查詢公司名稱,公司名稱,統一編號,公司狀況,資本總額(元),代表人姓名,公司所在地
東和鋼鐵企業股份有限公司,Tung Ho Steel Enterprise Corporation,75280209   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,302,138,180",臺北市中山區長安東路1段9號6樓 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
六和化工股份有限公司,,07057442   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,295,886,480",臺北市中山區德惠街9號6樓 地址所屬公司家數: 8  電子地圖 ,經濟部商業發展署
晟德大藥廠股份有限公司,晟德大藥廠股份有限公司  Google搜尋  (出進口廠商英文名稱：CENTER LABORATORIES INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,18606304   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",王素琦,臺北市南港區園區街3之2號7樓 地址所屬公司家數: 15  電子地圖 
潤華染織廠股份有限公司,,27093207   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,245,340,000",臺北市中山區八德路2段308號11樓之1 地址所屬公司家數: 16  電子地圖 ,經濟部商業發展署
和潤企業股份有限公司,"和潤企業股份有限公司  Google搜尋  (出進口廠商英文名稱：HOTAI FINANCE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",16844548   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",劉源森,臺北市內湖區瑞光路605號10樓 地址所屬公司家數: 16  電子地圖 
南茂科技股份有限公司,南茂科技股份有限公司  Google搜尋  (出進口廠商英文名稱：CHIPMOS TECHNOLOGIES INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16130042   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,700,000,000",鄭世杰,新竹科學園區新竹縣研發一路1號 地址所屬公司家數: 1  電子地圖 
長春石油化學股份有限公司,,11384806   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,151,862,870",臺北市中山區松江路301號7樓 地址所屬公司家數: 8  電子地圖 ,經濟部商業發展署
台新創業投資股份有限公司,,80031342   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,140,926,880",臺北市大安區仁愛路四段118號18樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
台灣艾司摩爾股份有限公司,台灣艾司摩爾股份有限公司  Google搜尋  (出進口廠商英文名稱：ASML TAIWAN LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,13006301   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,095,649,000",汪佳慧,新竹市公道五路三段1號11樓之1 地址所屬公司家數: 3  電子地圖 
燿華電子股份有限公司,,05637971   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,094,071,750",新北市土城區中山路4巷3號 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
宏遠興業股份有限公司,"EVEREST TEXTILE CO., LTD.",22817999   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,946,434,840",臺南市山上區明和里256號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
錸德科技股份有限公司,錸德科技股份有限公司  Google搜尋  (出進口廠商英文名稱：RITEK CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23218873   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"40,000,000,000",葉垂景,新竹縣湖口鄉中興村光復北路42號 地址所屬公司家數: 7  電子地圖 
台新綜合證券股份有限公司,"Taishin Securities Co., Limited",23534956   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,924,124,440",臺北市中山區中山北路二段44號2樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
中美和石油化學股份有限公司,"中美和石油化學股份有限公司  Google搜尋  (出進口廠商英文名稱：CHINA AMERICAN PETROCHEMICAL CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",14040691   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,883,970,048",何敏豪,臺北市內湖區堤頂大道2段413號6樓 地址所屬公司家數: 1  電子地圖 
合作金庫人壽保險股份有限公司,合作金庫人壽保險股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28990860   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",徐錫漳,臺北市中山區南京東路二段85、87號5樓 地址所屬公司家數: 1  電子地圖 
環球水泥股份有限公司,,07568009   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,866,818,160",臺北市中山區中央里南京東路二段125號10樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
富敦開發股份有限公司,,28440795   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,800,000,000",臺北市松山區敦化北路167號18樓 地址所屬公司家數: 48  電子地圖 ,經濟部商業發展署
瑞軒科技股份有限公司,"AMTRAN TECHNOLOGY CO., LTD",84929896   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,800,000,000",新北市中和區連城路268號17樓 地址所屬公司家數: 4  電子地圖 ,經濟部商業發展署
高明貨櫃碼頭股份有限公司,高明貨櫃碼頭股份有限公司  Google搜尋  (出進口廠商英文名稱：KAO MING CONTAINER TERMINAL CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28421946   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,800,000,000",蔡豐明,高雄市小港區南星路2800號 地址所屬公司家數: 1  電子地圖 
炎洲股份有限公司,,35894259   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,792,084,670",臺北市內湖區行善路397號7樓 地址所屬公司家數: 5  電子地圖 ,經濟部商業發展署
財金資訊股份有限公司,,16744111   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,786,000,000",臺北市內湖區明湖里康寧路三段81號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
品佳股份有限公司,Silicon Application Corp.,22355027   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,770,900,000",臺北市南港區經貿二路189號18樓 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
愛山林建設開發股份有限公司,,22190686   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,749,099,750",臺北市中山區龍江路128號2樓 地址所屬公司家數: 4  電子地圖 ,經濟部商業發展署
技嘉科技股份有限公司,"GIGA-BYTE TECHNOLOGY CO., LTD.",22044755   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,698,888,860",新北市新店區寶強路6號5樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
亞昕國際開發股份有限公司,,89961389   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,696,290,980",新北市新莊區思源路555號30樓 地址所屬公司家數: 4  電子地圖 ,經濟部商業發展署
永達建設股份有限公司,,70542231   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,688,317,230",臺北市中山區南京東路2段6號9樓 地址所屬公司家數: 14  電子地圖 ,經濟部商業發展署
大陸建設股份有限公司,Continental Development Corporation,28996610   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,000,000,000",欣陸投資控股股份有限公司,臺北市大安區敦化南路二段95號12樓 地址所屬公司家數: 2  電子地圖 
日鼎水務企業股份有限公司,,53657716   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,656,000,000",桃園市蘆竹區富華路1段177號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
達運精密工業股份有限公司,DARWIN PRECISIONS CORPORATION,23504361   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,655,551,140",新竹縣湖口鄉光復北路20-1號 地址所屬公司家數: 22  電子地圖 ,經濟部商業發展署
台灣三井不動產股份有限公司,"台灣三井不動產股份有限公司  Google搜尋  (出進口廠商英文名稱：MITSUI FUDOSAN TAIWAN CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
105年09月13日 發文號1059210790變更名稱 （前名稱：台灣統括股份有限公司）",42846058   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,657,260,773",久一 康洋,臺北市中正區忠孝西路一段66號21樓 地址所屬公司家數: 8  電子地圖 
揚信科技股份有限公司,,80445574   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,618,900,000",高雄市前鎮區成功二路25號2樓 地址所屬公司家數: 2  電子地圖 ,經濟部產業園區管理局
華南永昌綜合證券股份有限公司,,22955774   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,547,743,460",臺北市松山區民生東路四段54號4樓、4樓之2至4樓之12、5樓、7樓之3、7樓之9、7樓之10 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
泰賀投資股份有限公司,,42612170   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,500,679,610",臺北市松山區慶城街67號8樓 地址所屬公司家數: 11  電子地圖 ,經濟部商業發展署
第一金證券股份有限公司,First Securities Incorporation,22959223   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,500,000,000",臺北市中山區長安東路一段22號4樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
可成科技股份有限公司,,69905810   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,491,450,680",臺南市永康區仁愛街398號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
裕融企業股份有限公司,裕融企業股份有限公司  Google搜尋  (出進口廠商英文名稱：Yulon Finance Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23528130   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,500,000,000",嚴陳莉蓮,臺北市大安區敦化南路二段2號15樓 地址所屬公司家數: 2  電子地圖 
春源鋼鐵工業股份有限公司,,11529802   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,476,553,900",新北市三重區光復路一段61巷20號13樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
中國信託創業投資股份有限公司,"CTBC Venture Capital Co., Ltd.",80355806   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,466,991,110",臺北市南港區經貿二路168號21樓 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
南亞電路板股份有限公司,,16096804   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,461,654,870",臺北市內湖區石潭里南京東路六段390號7樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
全球人壽保險股份有限公司,,70817744   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,435,000,000",臺北市信義區市民大道六段288號16樓 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
華隆股份有限公司,,07406808   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,412,944,560",苗栗縣頭份市自立街81號2樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
中美矽晶製品股份有限公司,中美矽晶製品股份有限公司  Google搜尋  (出進口廠商英文名稱：SINO-AMERICAN SILICON PRODUCTS INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,47238650   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",徐秀蘭,新竹科學園區新竹市工業東二路8號4樓 地址所屬公司家數: 1  電子地圖 
尊爵投資股份有限公司,,80698388   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,400,000,000",臺北市中山區南京東路二段77號13樓 地址所屬公司家數: 20  電子地圖 ,經濟部商業發展署
嘉聯益科技股份有限公司,,86980046   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,381,776,940",新北市樹林區博愛街248號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
華榮電線電纜股份有限公司,"華榮電線電纜股份有限公司  Google搜尋  (出進口廠商英文名稱：HUA ENG WIRE & CABLE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",79460007   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,327,735,060",王宏仁,高雄市前金區中正四路170號 地址所屬公司家數: 5  電子地圖 
永鼎建設股份有限公司,,80657035   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,292,037,640",臺北市中山區南京東路二段6號9樓 地址所屬公司家數: 14  電子地圖 ,經濟部商業發展署
日煙國際製造股份有限公司,"日煙國際製造股份有限公司  Google搜尋  (出進口廠商英文名稱：JAPAN TOBACCO INTERNATIONAL MANUFACTURING CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
104年06月12日 發文號10401109540變更名稱 （前名稱：傑恭股份有限公司）",54368658   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,081,000,000",伊緯騰 Viktor Ivanov,臺北市信義區西村里松仁路32號7樓 地址所屬公司家數: 1  電子地圖 
康和綜合證券股份有限公司,"Concord Securities Co., Ltd",23824511   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,241,777,350",臺北市信義區基隆路一段176號地下1樓、9樓部分、10樓部分、14樓部分、15樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
藍天電腦股份有限公司,CLEVO CO.,09424319   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,222,630,000",新北市新莊區思源路555號35樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
臺灣期貨交易所股份有限公司,臺灣期貨交易所股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16092130   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,220,480,040",吳自心,臺北市中正區羅斯福路二段100號14樓 地址所屬公司家數: 1  電子地圖 
神基控股股份有限公司,"神基控股股份有限公司  Google搜尋  (出進口廠商英文名稱：Getac Holdings Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
113年07月01日 發文號11330099600變更名稱 （前名稱：神基投資控股股份有限公司）",22099532   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,500,000,000",黃明漢,桃園市龜山區文化里文化二路200號1樓 地址所屬公司家數: 2  電子地圖 
頂率開發股份有限公司,,53090297   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,200,000,000",新北市新莊區富貴路178號14樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
新鑫股份有限公司,,22764579   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,178,000,000",臺北市大安區敦化南路二段2號14樓 地址所屬公司家數: 6  電子地圖 ,經濟部商業發展署
宏誠創業投資股份有限公司,,84449897   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,135,492,590",臺北市內湖區內湖路1段120巷17號5樓 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
泰翔投資股份有限公司,,53742283   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,103,996,100",臺北市信義區松仁路101號1樓 地址所屬公司家數: 9  電子地圖 ,經濟部商業發展署
寶座投資股份有限公司,,23222200   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,090,263,720",臺北市信義區松仁路101號 地址所屬公司家數: 32  電子地圖 ,經濟部商業發展署
聯詠科技股份有限公司,聯詠科技股份有限公司  Google搜尋  (出進口廠商英文名稱：NOVATEK MICROELECTRONICS CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,84149955   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,500,000,000",何泰舜,新竹科學園區新竹縣寶山鄉創新一路13號2樓 地址所屬公司家數: 1  電子地圖 
榮剛材料科技股份有限公司,,84252697   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,024,711,970",臺南市新營區新中路35號1樓 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
友訊科技股份有限公司,D-Link Corporation,22099189   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,023,296,730",臺北市內湖區新湖三路289號 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
大同智能股份有限公司,"TATUNG FOREVER ENERGY CO.,LTD",24937555   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,000,000,000",臺北市中山區中山北路三段22號 地址所屬公司家數: 33  電子地圖 ,經濟部商業發展署
泰發投資股份有限公司,,24483575   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,988,201,550",臺北市松山區慶城街63號16樓 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
寶成建設股份有限公司,,81157852   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,984,920,640",高雄市前鎮區民權二路8號10樓之1 地址所屬公司家數: 9  電子地圖 ,經濟部商業發展署
中盈投資開發股份有限公司,Gains Investment Corporation,96975508   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,970,000,000",高雄市前鎮區成功二路88號26樓 地址所屬公司家數: 15  電子地圖 ,經濟部商業發展署
光洋應用材料科技股份有限公司,光洋應用材料科技股份有限公司  Google搜尋  (出進口廠商英文名稱：SOLAR APPLIED MATERIALS TECHNOLOGY CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,43787872   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",黄啓峰,臺南市安南區工業三路1號 地址所屬公司家數: 1  電子地圖 
東安投資股份有限公司,,16634206   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,952,623,690",臺北市南港區三重路19-8號6樓 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
台灣風能投資股份有限公司,"台灣風能投資股份有限公司  Google搜尋  (出進口廠商英文名稱：Taiwan Wind Investment Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",83566376   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,015,000,000",William James Trenchard,臺北市信義區忠孝東路五段68號26樓 地址所屬公司家數: 15  電子地圖 
亞洲聚合股份有限公司,ASIA POLYMER CORPORATION,20747385   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,937,439,190",高雄市林園區工業一路3號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
鴻揚半導體股份有限公司,Hon Young Semiconductor Corporation,90505585   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,935,000,000",新竹科學園區新竹市研新三路3號 地址所屬公司家數: 2  電子地圖 ,國家科學及技術委員會新竹科學園區管理局
凌陽科技股份有限公司,,23821182   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,919,949,190",新竹科學園區新竹縣創新一路19號1樓 地址所屬公司家數: 1  電子地圖 ,國家科學及技術委員會新竹科學園區管理局
東陽實業廠股份有限公司,TONG YANG INDUSTRY CO. LTD.,68326665   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,914,770,680",臺南市安南區安和路2段98號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
大同資產開發股份有限公司,Tatung Asset Development Company,29508603   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,800,000,000",臺北市中山區中山北路三段22號 地址所屬公司家數: 33  電子地圖 ,經濟部商業發展署
中天生物科技股份有限公司,"Microbio Co., Ltd.",70555349   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,881,705,970",臺北市南港區三重里園區街3號18樓之1 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
泰盛投資股份有限公司,,23222476   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,867,011,670",臺北市松山區慶城街63號16樓 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
新興航運股份有限公司,新興航運股份有限公司  Google搜尋  (出進口廠商英文名稱：SINCERE NAVIGATION CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,11812103   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,000,000,000",許積臯,臺北市大安區復興南路1段368號14樓 地址所屬公司家數: 2  電子地圖 
第一金人壽保險股份有限公司,"First Life Insurance Co., Ltd.",28426962   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,850,000,000",臺北市信義區信義路四段456號13樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
詮鼎科技股份有限公司,,84302177   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,840,290,000",臺北市南港區經貿二路189號13樓 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
光陽工業股份有限公司,"光陽工業股份有限公司  Google搜尋  (出進口廠商英文名稱：KWANG YANG MOTOR CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",75195800   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,835,375,000",柯俊斌,高雄市三民區灣興街35號 地址所屬公司家數: 5  電子地圖 
豐興鋼鐵股份有限公司,,55389357   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,815,994,240",臺中市后里區墩北里9鄰甲后路一段998號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
華夏海灣塑膠股份有限公司,華夏海灣塑膠股份有限公司  Google搜尋  (出進口廠商英文名稱：CHINA GENERAL PLASTICS CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,11686106   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,500,000,000",吳亦圭,臺北市內湖區基湖路37號12樓 地址所屬公司家數: 16  電子地圖 
海盛國際投資股份有限公司,"海盛國際投資股份有限公司  Google搜尋  (出進口廠商英文名稱：Formosa 4 International Investment CO.,LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",83199549   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"27,000,000,000",林雍堯,臺北市信義區信義路五段108號10樓 地址所屬公司家數: 6  電子地圖 
金仁寶總部資產開發股份有限公司,Kinpo&Compal Group Assets Development Corporation,90218042   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,750,000,000",臺北市內湖區瑞光路581號及581之1號 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
合晶科技股份有限公司,合晶科技股份有限公司  Google搜尋  (出進口廠商英文名稱：WAFER WORKS CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16138282   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,000,000,000",焦平海,新竹科學園區桃園市龍潭區龍園一路100號 地址所屬公司家數: 2  電子地圖 
東南水泥股份有限公司,,83078600   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,720,007,970",高雄市前金區五褔三路21號4樓之1 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
誠美材料科技股份有限公司,"誠美材料科技股份有限公司  Google搜尋  (出進口廠商英文名稱：CHENG MEI MATERIALS TECHNOLOGY CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
107年07月18日 發文號10701082360變更名稱 （前名稱：奇美材料科技股份有限公司）",27790294   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",宋妍儀,臺南市善化區南關里木柵港西路13號 地址所屬公司家數: 4  電子地圖 
嘉惠電力股份有限公司,Chiahui Power Corporation,96976990   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,700,000,000",嘉義縣民雄鄉松山村4鄰松子腳688號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
台北雙星股份有限公司,Taipei Twin Towers Limited,54918078   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",許崑泰,新北市新莊區思源路555號36樓 地址所屬公司家數: 1  電子地圖 
超豐電子股份有限公司,GREATEK ELECTRONICS INC.,05126366   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,688,459,210",苗栗縣竹南鎮佳興里公義路136號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
智邦科技股份有限公司,,22099287   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,611,178,970",新竹縣竹北市北興里智慧一路1號 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
精英電腦股份有限公司,"Elitegroup Computer Systems Co., Ltd.",22449566   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,574,029,680",臺北市中山區中山北路三段22-1號9樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
和泰汽車股份有限公司,"和泰汽車股份有限公司  Google搜尋  (出進口廠商英文名稱：HO TAI MOTOR CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",03251108   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,000,000,000",黃南光,臺北市中山區松江路121號8~14樓 地址所屬公司家數: 1  電子地圖 
威盛電子股份有限公司,"VIA Technologies, Inc.",86870786   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,555,399,410",新北市新店區中正路535號8樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
至上電子股份有限公司,"SUPREME ELECTRONICS CO., Ltd.",22368959   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,552,916,980",臺北市內湖區港墘路183、185、187、189號6樓、185號6樓之1 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
翔韋投資股份有限公司,,84709324   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,542,470,000",臺北市大安區敦化南路二段2號10樓 地址所屬公司家數: 7  電子地圖 ,經濟部商業發展署
冠德建設股份有限公司,"KINDOM DEVELOPMENT CO.,LTD.",30900892   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,541,701,000",臺北市大安區和平東路三段131號2樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
中華汽車工業股份有限公司,中華汽車工業股份有限公司  Google搜尋  (出進口廠商英文名稱：CHINA MOTOR CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,03098415   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"18,000,000,000",嚴陳莉蓮,臺北市大安區敦化南路2段2號11樓 地址所屬公司家數: 6  電子地圖 
遠百新世紀開發股份有限公司,,70755199   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,520,000,000",新北市板橋區新站路16號18樓 地址所屬公司家數: 7  電子地圖 ,經濟部商業發展署
玉山創業投資股份有限公司,"E.SUN VENTURE CAPITAL CO.,LTD.",80344822   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,500,000,000",臺北市松山區民有里民生東路三段115號6樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
